DATE_TIME,ICAO,TEMP,WIND_SPEED,PRECIP,CONDITION
2016-01-18 18:30:00,DTTA,54,2,0.0,Partly Cloudy
2016-01-18 19:00:00,DTTA,54,5,0.0,Partly Cloudy
2016-01-18 19:30:00,DTTA,54,3,0.0,Partly Cloudy
2016-01-18 20:00:00,DTTA,52,3,0.0,Partly Cloudy
2016-01-18 20:30:00,DTTA,50,3,0.0,Partly Cloudy
2016-01-18 21:00:00,DTTA,52,5,0.0,Partly Cloudy
2016-01-18 21:30:00,DTTA,52,3,0.0,Partly Cloudy
2016-01-18 22:00:00,DTTA,52,3,0.0,Partly Cloudy
2016-01-18 22:30:00,DTTA,50,3,0.0,Partly Cloudy
2016-01-18 23:00:00,DTTA,50,2,0.0,Partly Cloudy
2016-01-20 00:00:00,DTTA,52,6,0.0,Partly Cloudy
2016-01-20 00:30:00,DTTA,50,6,0.0,Partly Cloudy
2016-01-20 01:00:00,DTTA,50,5,0.0,Partly Cloudy
2016-01-20 01:30:00,DTTA,50,6,0.0,Partly Cloudy
2016-01-20 02:00:00,DTTA,50,7,0.0,Partly Cloudy
2016-01-20 02:30:00,DTTA,50,8,0.0,Partly Cloudy
2016-01-20 03:00:00,DTTA,50,9,0.0,Partly Cloudy
2016-01-20 03:30:00,DTTA,50,3,0.0,Partly Cloudy
2016-01-20 04:00:00,DTTA,50,3,0.0,Partly Cloudy
2016-01-20 04:30:00,DTTA,48,6,0.0,Partly Cloudy
2016-01-20 05:00:00,DTTA,48,0,0.0,Partly Cloudy
2016-01-20 05:30:00,DTTA,46,3,0.0,Partly Cloudy
2016-01-20 06:00:00,DTTA,46,3,0.0,Partly Cloudy
2016-01-20 06:30:00,DTTA,46,3,0.0,Partly Cloudy
2016-01-20 07:00:00,DTTA,46,0,0.0,Partly Cloudy
2016-01-20 07:30:00,DTTA,46,3,0.0,Partly Cloudy
2016-01-20 08:00:00,DTTA,48,5,0.0,Partly Cloudy
2016-01-20 08:30:00,DTTA,48,3,0.0,Partly Cloudy
2016-01-20 09:00:00,DTTA,50,7,0.0,Partly Cloudy
2016-01-20 09:30:00,DTTA,52,9,0.0,Partly Cloudy
2016-01-20 10:00:00,DTTA,54,7,0.0,Fair
2016-01-20 10:30:00,DTTA,55,6,0.0,Fair
2016-01-20 11:00:00,DTTA,55,7,0.0,Fair
2016-01-20 11:30:00,DTTA,57,7,0.0,Fair
2016-01-20 12:00:00,DTTA,57,6,0.0,Fair
2016-01-20 12:30:00,DTTA,59,6,0.0,Fair
2016-01-20 13:00:00,DTTA,59,6,0.0,Fair
2016-01-20 13:30:00,DTTA,59,3,0.0,Fair
2016-01-20 14:00:00,DTTA,59,6,0.0,Fair
2016-01-20 14:30:00,DTTA,57,6,0.0,Fair
2016-01-20 15:00:00,DTTA,59,2,0.0,Fair
2016-01-20 15:30:00,DTTA,61,0,0.0,Fair
2016-01-20 16:00:00,DTTA,59,0,0.0,Fair
2016-01-20 16:30:00,DTTA,59,3,0.0,Fair
2016-01-20 17:00:00,DTTA,57,3,0.0,Fair
2016-01-20 17:30:00,DTTA,55,0,0.0,Fair
2016-01-20 18:00:00,DTTA,54,0,0.0,Fair
2016-01-20 18:30:00,DTTA,50,2,0.0,Fair
2016-01-20 19:00:00,DTTA,48,2,0.0,Fair
2016-01-20 20:00:00,DTTA,48,3,0.0,Fair
2016-01-20 20:30:00,DTTA,54,5,0.0,Fair
2016-01-20 21:00:00,DTTA,50,3,0.0,Fair
2016-01-20 21:30:00,DTTA,48,0,0.0,Fair
2016-01-20 22:00:00,DTTA,48,3,0.0,Fair
2016-01-20 22:30:00,DTTA,48,2,0.0,Fair
2016-01-20 23:00:00,DTTA,48,3,0.0,Fair
2016-01-20 23:30:00,DTTA,46,0,0.0,Fair
2016-01-21 01:20:00,LTBA,41,3,0.0,Fair
2016-01-21 01:50:00,LTBA,37,8,0.0,Fair
2016-01-21 02:20:00,LTBA,37,9,0.0,Fair
2016-01-21 02:50:00,LTBA,41,5,0.0,Fair
2016-01-21 03:20:00,LTBA,37,5,0.0,Haze
2016-01-21 03:50:00,LTBA,37,6,0.0,Mist
2016-01-21 04:20:00,LTBA,39,5,0.0,Fair
2016-01-21 04:50:00,LTBA,37,6,0.0,Fair
2016-01-21 05:20:00,LTBA,37,7,0.0,Fair
2016-01-21 05:50:00,LTBA,37,7,0.0,Mostly Cloudy
2016-01-21 06:20:00,LTBA,39,3,0.0,Mostly Cloudy
2016-01-21 06:50:00,LTBA,37,6,0.0,Mostly Cloudy
2016-01-21 07:20:00,LTBA,37,7,0.0,Mostly Cloudy
2016-01-21 07:50:00,LTBA,37,7,0.0,Mostly Cloudy
2016-01-21 08:20:00,LTBA,37,8,0.0,Mostly Cloudy
2016-01-21 08:50:00,LTBA,37,7,0.0,Mostly Cloudy
2016-01-21 09:20:00,LTBA,39,7,0.0,Mostly Cloudy
2016-01-21 09:50:00,LTBA,39,8,0.0,Mostly Cloudy
2016-01-21 10:20:00,LTBA,41,7,0.0,Mostly Cloudy
2016-01-21 10:50:00,LTBA,41,7,0.0,Mostly Cloudy
2016-01-21 11:20:00,LTBA,43,7,0.0,Partly Cloudy
